# Src-x Src-y Src-Int Rec-x Rec-y Rec-Int
0.0000 0.8100 2.0364 0.5366 1.0000 0.9360
0.0000 0.8100 2.1871 0.5610 1.0000 0.9679
0.0000 0.8100 2.0809 0.5854 1.0000 0.8924
0.0000 0.8100 3.9718 0.6098 1.0000 1.6529
0.0000 0.8100 1.2323 0.6341 1.0000 0.4954
0.0000 0.8100 2.1575 0.6585 1.0000 0.8415
0.0000 0.8100 5.2864 0.6829 1.0000 1.9984
0.0000 0.8100 7.8674 0.7073 1.0000 2.8873
0.0000 0.8100 8.0221 0.7317 1.0000 2.8625
0.0000 0.8100 6.3601 0.7561 1.0000 2.2020
0.0000 0.8100 4.7023 0.7805 1.0000 1.5830
0.0000 0.8100 1.5114 0.8049 1.0000 0.4959
0.0000 0.8100 2.2724 0.8293 1.0000 0.7244
0.0000 0.8100 1.3296 0.8537 1.0000 0.4127
0.0000 0.8100 8.1482 0.8780 1.0000 2.4630
0.0000 0.8100 6.8605 0.9024 1.0000 2.0144
0.0000 0.8100 1.9992 0.9268 1.0000 0.5717
0.0000 0.8100 9.7217 0.9512 1.0000 2.7096
0.0000 0.8100 6.2527 0.9756 1.0000 1.6993
0.0000 0.8100 1.2313 0.0000 1.0000 1.0182
0.0000 0.8100 2.2301 1.0000 0.0000 0.3931
0.0000 0.8100 3.4347 1.0000 1.0000 0.9079
0.0000 0.8200 7.7926 1.0000 0.0244 1.3837
0.0000 0.8200 3.8682 1.0000 0.0488 0.6618
0.0000 0.8200 2.7900 1.0000 0.0732 0.4630
0.0000 0.8200 4.0042 1.0000 0.0976 0.6649
0.0000 0.8200 7.7069 1.0000 0.1220 1.3543
0.0000 0.8200 3.7314 1.0000 0.1463 0.6925
0.0000 0.8200 1.2704 1.0000 0.1707 0.2429
0.0000 0.8200 2.5086 1.0000 0.1951 0.4849
0.0000 0.8200 3.4929 1.0000 0.2195 0.6552
0.0000 0.8200 7.1037 1.0000 0.2439 1.2790
0.0000 0.8200 1.8928 1.0000 0.2683 0.3495
0.0000 0.8200 3.4046 1.0000 0.2927 0.6845
0.0000 0.8200 3.6358 1.0000 0.3171 0.7456
0.0000 0.8200 3.8515 1.0000 0.3415 0.7821
0.0000 0.8200 7.8944 1.0000 0.3659 1.5813
0.0000 0.8200 4.8073 1.0000 0.3902 0.9500
0.0000 0.8200 7.9908 1.0000 0.4146 1.5829
0.0000 0.8200 5.9513 1.0000 0.4390 1.1851
0.0000 0.8200 4.0969 1.0000 0.4634 0.8210
0.0000 0.8200 6.1621 1.0000 0.4878 1.2147
0.0000 0.8200 3.7177 1.0000 0.5122 0.7354
0.0000 0.8200 3.1818 1.0000 0.5366 0.6359
0.0000 0.8200 1.0668 1.0000 0.5610 0.2149
0.0000 0.8200 5.3446 1.0000 0.5854 1.0904
0.0000 0.8200 7.9077 1.0000 0.6098 1.6383
0.0000 0.8200 1.8206 1.0000 0.6341 0.3834
0.0000 0.8200 2.9256 1.0000 0.6585 0.6205
0.0000 0.8200 9.0156 1.0000 0.6829 1.9232
0.0000 0.8200 4.9842 1.0000 0.7073 1.0721
0.0000 0.8200 7.5615 1.0000 0.7317 1.6571
0.0000 0.8200 9.5376 1.0000 0.7561 2.1320
0.0000 0.8200 2.5319 1.0000 0.7805 0.5727
0.0000 0.8200 1.1284 1.0000 0.8049 0.2620
0.0000 0.8200 6.6219 1.0000 0.8293 1.5597
0.0000 0.8200 6.7651 1.0000 0.8537 1.6225
0.0000 0.8200 8.2850 1.0000 0.8780 2.0086
0.0000 0.8200 7.4371 1.0000 0.9024 1.8284
0.0000 0.8200 3.7141 1.0000 0.9268 0.9445
0.0000 0.8200 7.2004 1.0000 0.9512 1.8747
0.0000 0.8200 2.6215 1.0000 0.9756 0.6914
0.0000 0.8200 6.6003 0.0244 1.0000 5.5039
0.0000 0.8200 4.8596 0.0488 1.0000 4.0328
0.0000 0.8200 3.7428 0.0732 1.0000 3.0818
0.0000 0.8200 9.1065 0.0976 1.0000 7.4205
0.0000 0.8200 3.2553 0.1220 1.0000 2.6192
0.0000 0.8200 3.3098 0.1463 1.0000 2.6245
0.0000 0.8200 3.9900 0.1707 1.0000 3.1133
0.0000 0.8200 3.9197 0.1951 1.0000 3.0058
0.0000 0.8200 5.2605 0.2195 1.0000 3.9604
0.0000 0.8200 5.8844 0.2439 1.0000 4.3457
0.0000 0.8200 7.7519 0.2683 1.0000 5.6117
0.0000 0.8200 9.8273 0.2927 1.0000 6.9696
0.0000 0.8200 7.2195 0.3171 1.0000 5.0138
0.0000 0.8200 1.3418 0.3415 1.0000 0.9121
0.0000 0.8200 8.3106 0.3659 1.0000 5.5279
0.0000 0.8200 1.8678 0.3902 1.0000 1.1515
0.0000 0.8200 2.8628 0.4146 1.0000 1.6426
0.0000 0.8200 6.3348 0.4390 1.0000 3.4445
0.0000 0.8200 5.2571 0.4634 1.0000 2.7431
0.0000 0.8200 1.7505 0.4878 1.0000 0.8784
0.0000 0.8200 2.7428 0.5122 1.0000 1.3233
0.0000 0.8200 1.5038 0.5366 1.0000 0.6995
0.0000 0.8200 2.5673 0.5610 1.0000 1.1494
0.0000 0.8200 7.9039 0.5854 1.0000 3.4227
0.0000 0.8200 6.4145 0.6098 1.0000 2.6961
0.0000 0.8200 5.1091 0.6341 1.0000 2.0747
0.0000 0.8200 3.2441 0.6585 1.0000 1.2769
0.0000 0.8200 7.9572 0.6829 1.0000 3.0389
0.0000 0.8200 2.3128 0.7073 1.0000 0.8580
0.0000 0.8200 7.6236 0.7317 1.0000 2.7447
0.0000 0.8200 5.6244 0.7561 1.0000 1.9718
0.0000 0.8200 5.2388 0.7805 1.0000 1.7829
0.0000 0.8200 8.9779 0.8049 1.0000 2.9760
0.0000 0.8200 8.8505 0.8293 1.0000 2.8496
0.0000 0.8200 6.1606 0.8537 1.0000 1.9276
0.0000 0.8200 5.6032 0.8780 1.0000 1.7072
0.0000 0.8200 2.8196 0.9024 1.0000 0.8367
0.0000 0.8200 6.4801 0.9268 1.0000 1.8695
0.0000 0.8200 7.2015 0.9512 1.0000 2.0231
0.0000 0.8200 3.1956 0.9756 1.0000 0.8737
0.0000 0.8200 7.0987 0.0000 1.0000 5.9293
0.0000 0.8200 2.8866 1.0000 0.0000 0.5052
0.0000 0.8200 2.4458 1.0000 1.0000 0.6511
0.0000 0.8300 4.5243 1.0000 0.0244 0.7954
0.0000 0.8300 9.3867 1.0000 0.0488 1.5805
0.0000 0.8300 9.9999 1.0000 0.0732 1.6357
0.0000 0.8300 5.1808 1.0000 0.0976 0.8644
0.0000 0.8300 7.7246 1.0000 0.1220 1.3590
0.0000 0.8300 8.0851 1.0000 0.1463 1.5124
0.0000 0.8300 9.2806 1.0000 0.1707 1.7645
0.0000 0.8300 8.2929 1.0000 0.1951 1.5732
0.0000 0.8300 6.5149 1.0000 0.2195 1.1994
0.0000 0.8300 7.7136 1.0000 0.2439 1.3696
0.0000 0.8300 7.0233 1.0000 0.2683 1.2930
0.0000 0.8300 8.2283 1.0000 0.2927 1.6555
0.0000 0.8300 2.3586 1.0000 0.3171 0.4796
0.0000 0.8300 6.9421 1.0000 0.3415 1.3885
0.0000 0.8300 5.1827 1.0000 0.3659 1.0205
0.0000 0.8300 2.6427 1.0000 0.3902 0.5175
0.0000 0.8300 3.5703 1.0000 0.4146 0.7027
0.0000 0.8300 8.5343 1.0000 0.4390 1.6949
0.0000 0.8300 6.9921 1.0000 0.4634 1.3855
0.0000 0.8300 9.7686 1.0000 0.4878 1.9198
0.0000 0.8300 4.3478 1.0000 0.5122 0.8594
0.0000 0.8300 8.0071 1.0000 0.5366 1.5979
0.0000 0.8300 4.5218 1.0000 0.5610 0.9117
0.0000 0.8300 4.7947 1.0000 0.5854 0.9853
0.0000 0.8300 2.7775 1.0000 0.6098 0.5811
0.0000 0.8300 9.2436 1.0000 0.6341 1.9468
0.0000 0.8300 5.0362 1.0000 0.6585 1.0672
0.0000 0.8300 9.8960 1.0000 0.6829 2.1132
0.0000 0.8300 3.7412 1.0000 0.7073 0.8070
0.0000 0.8300 5.1568 1.0000 0.7317 1.1456
0.0000 0.8300 2.9064 1.0000 0.7561 0.6524
0.0000 0.8300 1.8082 1.0000 0.7805 0.4128
0.0000 0.8300 3.6732 1.0000 0.8049 0.8584
0.0000 0.8300 9.5459 1.0000 0.8293 2.2658
0.0000 0.8300 8.0819 1.0000 0.8537 1.9550
0.0000 0.8300 6.4440 1.0000 0.8780 1.5750
0.0000 0.8300 6.9943 1.0000 0.9024 1.7380
0.0000 0.8300 3.7712 1.0000 0.9268 0.9675
0.0000 0.8300 8.0471 1.0000 0.9512 2.1184
0.0000 0.8300 7.8175 1.0000 0.9756 2.0788
0.0000 0.8300 1.3262 0.0244 1.0000 1.1169
0.0000 0.8300 3.7686 0.0488 1.0000 3.1577
0.0000 0.8300 6.1551 0.0732 1.0000 5.1151
0.0000 0.8300 6.9497 0.0976 1.0000 5.7127
0.0000 0.8300 5.9975 0.1220 1.0000 4.8653
0.0000 0.8300 5.6399 0.1463 1.0000 4.5066
0.0000 0.8300 7.9443 0.1707 1.0000 6.2434
0.0000 0.8300 4.3055 0.1951 1.0000 3.3237
0.0000 0.8300 6.4624 0.2195 1.0000 4.8957
0.0000 0.8300 8.1722 0.2439 1.0000 6.0705
0.0000 0.8300 8.0839 0.2683 1.0000 5.8841
0.0000 0.8300 9.0641 0.2927 1.0000 6.4614
0.0000 0.8300 8.1643 0.3171 1.0000 5.6974
0.0000 0.8300 4.6419 0.3415 1.0000 3.1698
0.0000 0.8300 9.9469 0.3659 1.0000 6.6448
0.0000 0.8300 5.6699 0.3902 1.0000 3.6329
0.0000 0.8300 3.1020 0.4146 1.0000 1.8095
0.0000 0.8300 8.5310 0.4390 1.0000 4.7100
0.0000 0.8300 2.3842 0.4634 1.0000 1.2606
0.0000 0.8300 1.2972 0.4878 1.0000 0.6585
0.0000 0.8300 1.7046 0.5122 1.0000 0.8324
0.0000 0.8300 9.9111 0.5366 1.0000 4.6554
0.0000 0.8300 8.6074 0.5610 1.0000 3.8923
0.0000 0.8300 8.9608 0.5854 1.0000 3.9208
0.0000 0.8300 5.0591 0.6098 1.0000 2.1513
0.0000 0.8300 1.0370 0.6341 1.0000 0.4261
0.0000 0.8300 8.9709 0.6585 1.0000 3.5648
0.0000 0.8300 9.6893 0.6829 1.0000 3.7380
0.0000 0.8300 1.4864 0.7073 1.0000 0.5573
0.0000 0.8300 8.4664 0.7317 1.0000 3.0817
0.0000 0.8300 5.1656 0.7561 1.0000 1.8310
0.0000 0.8300 3.5053 0.7805 1.0000 1.2037
0.0000 0.8300 9.2092 0.8049 1.0000 3.0777
0.0000 0.8300 8.9610 0.8293 1.0000 2.9101
0.0000 0.8300 6.8167 0.8537 1.0000 2.1536
0.0000 0.8300 5.0313 0.8780 1.0000 1.5496
0.0000 0.8300 6.5171 0.9024 1.0000 1.9541
0.0000 0.8300 2.7042 0.9268 1.0000 0.7871
0.0000 0.8300 4.6461 0.9512 1.0000 1.3164
0.0000 0.8300 7.2549 0.9756 1.0000 2.0052
0.0000 0.8300 8.4358 0.0000 1.0000 7.1169
0.0000 0.8300 6.9475 1.0000 0.0000 1.2050
0.0000 0.8300 1.3683 1.0000 1.0000 0.3680
0.0000 0.8400 9.4012 1.0000 0.0244 1.6369
0.0000 0.8400 4.9272 1.0000 0.0488 0.8160
0.0000 0.8400 3.7789 1.0000 0.0732 0.6078
0.0000 0.8400 9.9997 1.0000 0.0976 1.6730
0.0000 0.8400 3.1162 1.0000 0.1220 0.5487
0.0000 0.8400 4.8255 1.0000 0.1463 0.8985
0.0000 0.8400 1.5145 1.0000 0.1707 0.2850
0.0000 0.8400 5.5153 1.0000 0.1951 1.0333
0.0000 0.8400 6.7595 1.0000 0.2195 1.2272
0.0000 0.8400 1.4030 1.0000 0.2439 0.2472
0.0000 0.8400 2.8517 1.0000 0.2683 0.5242
0.0000 0.8400 4.3122 1.0000 0.2927 0.8615
0.0000 0.8400 3.2294 1.0000 0.3171 0.6503
0.0000 0.8400 9.2734 1.0000 0.3415 1.8357
0.0000 0.8400 8.8791 1.0000 0.3659 1.7265
0.0000 0.8400 3.6719 1.0000 0.3902 0.7151
0.0000 0.8400 3.6370 1.0000 0.4146 0.7133
0.0000 0.8400 7.7148 1.0000 0.4390 1.5256
0.0000 0.8400 7.3569 1.0000 0.4634 1.4418
0.0000 0.8400 2.6512 1.0000 0.4878 0.5187
0.0000 0.8400 2.4262 1.0000 0.5122 0.4794
0.0000 0.8400 2.3486 1.0000 0.5366 0.4696
0.0000 0.8400 4.6251 1.0000 0.5610 0.9407
0.0000 0.8400 8.6310 1.0000 0.5854 1.7880
0.0000 0.8400 8.6718 1.0000 0.6098 1.8102
0.0000 0.8400 1.8698 1.0000 0.6341 0.3940
0.0000 0.8400 9.0816 1.0000 0.6585 1.9254
0.0000 0.8400 7.6227 1.0000 0.6829 1.6295
0.0000 0.8400 8.3132 1.0000 0.7073 1.7983
0.0000 0.8400 1.7934 1.0000 0.7317 0.4001
0.0000 0.8400 7.2949 1.0000 0.7561 1.6429
0.0000 0.8400 5.7821 1.0000 0.7805 1.3385
0.0000 0.8400 2.7830 1.0000 0.8049 0.6573
0.0000 0.8400 9.9130 1.0000 0.8293 2.3898
0.0000 0.8400 4.0100 1.0000 0.8537 0.9748
0.0000 0.8400 1.0217 1.0000 0.8780 0.2509
0.0000 0.8400 1.0723 1.0000 0.9024 0.2708
0.0000 0.8400 5.6826 1.0000 0.9268 1.4828
0.0000 0.8400 8.9941 1.0000 0.9512 2.3829
0.0000 0.8400 5.1708 1.0000 0.9756 1.3873
0.0000 0.8400 1.2383 0.0244 1.0000 1.0532
0.0000 0.8400 3.0168 0.0488 1.0000 2.5521
0.0000 0.8400 4.1056 0.0732 1.0000 3.4432
0.0000 0.8400 9.2034 0.0976 1.0000 7.6306
0.0000 0.8400 7.4583 0.1220 1.0000 6.0992
0.0000 0.8400 2.6594 0.1463 1.0000 2.1410
0.0000 0.8400 8.2910 0.1707 1.0000 6.5613
0.0000 0.8400 5.0566 0.1951 1.0000 3.9289
0.0000 0.8400 6.8089 0.2195 1.0000 5.1893
0.0000 0.8400 1.6919 0.2439 1.0000 1.2638
0.0000 0.8400 5.6848 0.2683 1.0000 4.1596
0.0000 0.8400 6.0149 0.2927 1.0000 4.3089
0.0000 0.8400 1.7900 0.3171 1.0000 1.2549
0.0000 0.8400 6.6659 0.3415 1.0000 4.5718
0.0000 0.8400 9.7730 0.3659 1.0000 6.5555
0.0000 0.8400 8.9949 0.3902 1.0000 5.8994
0.0000 0.8400 7.5347 0.4146 1.0000 4.4696
0.0000 0.8400 5.6290 0.4390 1.0000 3.1521
0.0000 0.8400 4.3668 0.4634 1.0000 2.3383
0.0000 0.8400 3.9485 0.4878 1.0000 2.0317
0.0000 0.8400 8.3005 0.5122 1.0000 4.0985
0.0000 0.8400 4.2384 0.5366 1.0000 2.0133
0.0000 0.8400 7.7260 0.5610 1.0000 3.5281
0.0000 0.8400 3.1786 0.5854 1.0000 1.4066
0.0000 0.8400 1.5920 0.6098 1.0000 0.6841
0.0000 0.8400 5.6973 0.6341 1.0000 2.3605
0.0000 0.8400 5.9365 0.6585 1.0000 2.3847
0.0000 0.8400 4.5926 0.6829 1.0000 1.7932
0.0000 0.8400 1.4136 0.7073 1.0000 0.5358
0.0000 0.8400 6.9086 0.7317 1.0000 2.5451
0.0000 0.8400 8.5427 0.7561 1.0000 3.0587
0.0000 0.8400 7.8723 0.7805 1.0000 2.7334
0.0000 0.8400 1.7419 0.8049 1.0000 0.5873
0.0000 0.8400 7.2288 0.8293 1.0000 2.3781
0.0000 0.8400 9.6134 0.8537 1.0000 3.0650
0.0000 0.8400 5.1875 0.8780 1.0000 1.6094
0.0000 0.8400 5.6435 0.9024 1.0000 1.7074
0.0000 0.8400 4.1798 0.9268 1.0000 1.2329
0.0000 0.8400 1.1037 0.9512 1.0000 0.3157
0.0000 0.8400 1.1880 0.9756 1.0000 0.3307
0.0000 0.8400 5.2019 0.0000 1.0000 4.4328
0.0000 0.8400 1.2597 1.0000 0.0000 0.2167
0.0000 0.8400 9.0950 1.0000 1.0000 2.4721
0.0000 0.8500 9.5311 1.0000 0.0244 1.6418
0.0000 0.8500 3.8461 1.0000 0.0488 0.6278
0.0000 0.8500 4.6112 1.0000 0.0732 0.7340
0.0000 0.8500 5.0419 1.0000 0.0976 0.8458
0.0000 0.8500 1.6025 1.0000 0.1220 0.2827
0.0000 0.8500 8.7253 1.0000 0.1463 1.6130
0.0000 0.8500 3.5067 1.0000 0.1707 0.6479
0.0000 0.8500 6.1771 1.0000 0.1951 1.1308
0.0000 0.8500 2.2518 1.0000 0.2195 0.4039
0.0000 0.8500 4.3892 1.0000 0.2439 0.7704
0.0000 0.8500 5.4175 1.0000 0.2683 0.9975
0.0000 0.8500 7.0522 1.0000 0.2927 1.4039
0.0000 0.8500 9.0042 1.0000 0.3171 1.8012
0.0000 0.8500 2.5534 1.0000 0.3415 0.4954
0.0000 0.8500 3.6558 1.0000 0.3659 0.7032
0.0000 0.8500 7.8651 1.0000 0.3902 1.5212
0.0000 0.8500 9.2253 1.0000 0.4146 1.7997
0.0000 0.8500 9.0707 1.0000 0.4390 1.7897
0.0000 0.8500 4.8986 1.0000 0.4634 0.9551
0.0000 0.8500 7.1854 1.0000 0.4878 1.4033
0.0000 0.8500 6.9580 1.0000 0.5122 1.3757
0.0000 0.8500 6.6681 1.0000 0.5366 1.3425
0.0000 0.8500 9.1734 1.0000 0.5610 1.8821
0.0000 0.8500 1.5945 1.0000 0.5854 0.3303
0.0000 0.8500 9.1171 1.0000 0.6098 1.9029
0.0000 0.8500 1.9120 1.0000 0.6341 0.4026
0.0000 0.8500 7.5094 1.0000 0.6585 1.5947
0.0000 0.8500 1.7046 1.0000 0.6829 0.3647
0.0000 0.8500 6.7005 1.0000 0.7073 1.4508
0.0000 0.8500 8.7285 1.0000 0.7317 1.9538
0.0000 0.8500 5.0309 1.0000 0.7561 1.1414
0.0000 0.8500 4.8530 1.0000 0.7805 1.1355
0.0000 0.8500 8.4598 1.0000 0.8049 2.0312
0.0000 0.8500 2.0614 1.0000 0.8293 0.4993
0.0000 0.8500 3.5874 1.0000 0.8537 0.8769
0.0000 0.8500 9.5388 1.0000 0.8780 2.3711
0.0000 0.8500 5.1927 1.0000 0.9024 1.3366
0.0000 0.8500 4.1105 1.0000 0.9268 1.0869
0.0000 0.8500 4.5376 1.0000 0.9512 1.2135
0.0000 0.8500 2.4653 1.0000 0.9756 0.6658
0.0000 0.8500 1.4408 0.0244 1.0000 1.2377
0.0000 0.8500 8.6440 0.0488 1.0000 7.3827
0.0000 0.8500 5.9651 0.0732 1.0000 5.0482
0.0000 0.8500 9.7030 0.0976 1.0000 8.1133
0.0000 0.8500 4.7208 0.1220 1.0000 3.8910
0.0000 0.8500 5.5353 0.1463 1.0000 4.4888
0.0000 0.8500 1.3409 0.1707 1.0000 1.0683
0.0000 0.8500 7.3344 0.1951 1.0000 5.7343
0.0000 0.8500 6.9251 0.2195 1.0000 5.3084
0.0000 0.8500 5.2961 0.2439 1.0000 3.9774
0.0000 0.8500 2.0387 0.2683 1.0000 1.4992
0.0000 0.8500 8.9277 0.2927 1.0000 6.4255
0.0000 0.8500 5.0677 0.3171 1.0000 3.5684
0.0000 0.8500 1.2192 0.3415 1.0000 0.8397
0.0000 0.8500 7.9705 0.3659 1.0000 5.3674
0.0000 0.8500 1.4278 0.3902 1.0000 0.9399
0.0000 0.8500 1.5019 0.4146 1.0000 0.9102
0.0000 0.8500 8.7088 0.4390 1.0000 4.9411
0.0000 0.8500 5.6066 0.4634 1.0000 3.0391
0.0000 0.8500 2.4091 0.4878 1.0000 1.2522
0.0000 0.8500 6.0214 0.5122 1.0000 3.0079
0.0000 0.8500 7.6252 0.5366 1.0000 3.6667
0.0000 0.8500 3.3654 0.5610 1.0000 1.5554
0.0000 0.8500 7.8337 0.5854 1.0000 3.5017
0.0000 0.8500 3.0291 0.6098 1.0000 1.3154
0.0000 0.8500 6.6928 0.6341 1.0000 2.7995
0.0000 0.8500 9.1774 0.6585 1.0000 3.7239
0.0000 0.8500 4.2198 0.6829 1.0000 1.6674
0.0000 0.8500 8.3838 0.7073 1.0000 3.2085
0.0000 0.8500 3.7173 0.7317 1.0000 1.3808
0.0000 0.8500 8.5598 0.7561 1.0000 3.0886
0.0000 0.8500 7.6844 0.7805 1.0000 2.6966
0.0000 0.8500 5.8111 0.8049 1.0000 1.9818
0.0000 0.8500 1.2879 0.8293 1.0000 0.4276
0.0000 0.8500 8.3518 0.8537 1.0000 2.6913
0.0000 0.8500 7.7255 0.8780 1.0000 2.4243
0.0000 0.8500 3.1366 0.9024 1.0000 0.9577
0.0000 0.8500 8.3279 0.9268 1.0000 2.4750
0.0000 0.8500 1.5135 0.9512 1.0000 0.4390
0.0000 0.8500 8.2968 0.9756 1.0000 2.3378
0.0000 0.8500 5.7219 0.0000 1.0000 4.9249
0.0000 0.8500 7.9198 1.0000 0.0000 1.3496
0.0000 0.8500 6.9426 1.0000 1.0000 1.9042
0.0000 0.8600 3.0084 1.0000 0.0244 0.5085
0.0000 0.8600 6.9156 1.0000 0.0488 1.1134
0.0000 0.8600 2.4264 1.0000 0.0732 0.3837
0.0000 0.8600 8.5201 1.0000 0.0976 1.4291
0.0000 0.8600 6.0791 1.0000 0.1220 1.0744
0.0000 0.8600 2.7975 1.0000 0.1463 0.5093
0.0000 0.8600 6.7425 1.0000 0.1707 1.2333
0.0000 0.8600 8.0973 1.0000 0.1951 1.4582
0.0000 0.8600 4.8075 1.0000 0.2195 0.8531
0.0000 0.8600 3.9784 1.0000 0.2439 0.6951
0.0000 0.8600 4.0752 1.0000 0.2683 0.7504
0.0000 0.8600 5.4580 1.0000 0.2927 1.0808
0.0000 0.8600 2.3989 1.0000 0.3171 0.4711
0.0000 0.8600 3.1733 1.0000 0.3415 0.6077
0.0000 0.8600 7.0175 1.0000 0.3659 1.3412
0.0000 0.8600 8.3779 1.0000 0.3902 1.6108
0.0000 0.8600 5.4624 1.0000 0.4146 1.0617
0.0000 0.8600 4.4389 1.0000 0.4390 0.8727
0.0000 0.8600 9.9205 1.0000 0.4634 1.9269
0.0000 0.8600 9.0363 1.0000 0.4878 1.7659
0.0000 0.8600 4.7693 1.0000 0.5122 0.9499
0.0000 0.8600 1.9426 1.0000 0.5366 0.3943
0.0000 0.8600 3.0902 1.0000 0.5610 0.6331
0.0000 0.8600 6.7118 1.0000 0.5854 1.3901
0.0000 0.8600 9.5073 1.0000 0.6098 1.9832
0.0000 0.8600 5.6682 1.0000 0.6341 1.1918
0.0000 0.8600 7.6540 1.0000 0.6585 1.6265
0.0000 0.8600 3.3556 1.0000 0.6829 0.7184
0.0000 0.8600 4.6094 1.0000 0.7073 1.0037
0.0000 0.8600 9.1564 1.0000 0.7317 2.0519
0.0000 0.8600 4.5357 1.0000 0.7561 1.0371
0.0000 0.8600 8.2206 1.0000 0.7805 1.9469
0.0000 0.8600 4.5003 1.0000 0.8049 1.0843
0.0000 0.8600 2.6061 1.0000 0.8293 0.6346
0.0000 0.8600 2.5555 1.0000 0.8537 0.6276
0.0000 0.8600 8.4230 1.0000 0.8780 2.1124
0.0000 0.8600 6.0285 1.0000 0.9024 1.5745
0.0000 0.8600 2.3569 1.0000 0.9268 0.6269
0.0000 0.8600 9.0137 1.0000 0.9512 2.4302
0.0000 0.8600 9.1795 1.0000 0.9756 2.5029
0.0000 0.8600 8.1203 0.0244 1.0000 7.0446
0.0000 0.8600 1.6738 0.0488 1.0000 1.4431
0.0000 0.8600 9.8784 0.0732 1.0000 8.4349
0.0000 0.8600 1.1397 0.0976 1.0000 0.9609
0.0000 0.8600 9.6511 0.1220 1.0000 8.0157
0.0000 0.8600 7.1496 0.1463 1.0000 5.8389
0.0000 0.8600 2.6888 0.1707 1.0000 2.1561
0.0000 0.8600 5.0332 0.1951 1.0000 3.9587
0.0000 0.8600 5.9619 0.2195 1.0000 4.5953
0.0000 0.8600 7.1022 0.2439 1.0000 5.3612
0.0000 0.8600 2.9476 0.2683 1.0000 2.1779
0.0000 0.8600 8.1449 0.2927 1.0000 5.8882
0.0000 0.8600 6.9464 0.3171 1.0000 4.9117
0.0000 0.8600 9.2411 0.3415 1.0000 6.3892
0.0000 0.8600 4.5600 0.3659 1.0000 3.0820
0.0000 0.8600 9.3419 0.3902 1.0000 6.1713
0.0000 0.8600 3.8168 0.4146 1.0000 2.3715
0.0000 0.8600 1.4762 0.4390 1.0000 0.8498
0.0000 0.8600 5.2740 0.4634 1.0000 2.8949
0.0000 0.8600 7.2972 0.4878 1.0000 3.8388
0.0000 0.8600 2.4921 0.5122 1.0000 1.2597
0.0000 0.8600 6.6171 0.5366 1.0000 3.2118
0.0000 0.8600 2.4980 0.5610 1.0000 1.1670
0.0000 0.8600 5.2781 0.5854 1.0000 2.3853
0.0000 0.8600 4.0746 0.6098 1.0000 1.7893
0.0000 0.8600 7.7744 0.6341 1.0000 3.2934
0.0000 0.8600 7.8334 0.6585 1.0000 3.2142
0.0000 0.8600 1.1795 0.6829 1.0000 0.4702
0.0000 0.8600 1.7893 0.7073 1.0000 0.6915
0.0000 0.8600 1.6943 0.7317 1.0000 0.6352
0.0000 0.8600 5.6172 0.7561 1.0000 2.0458
0.0000 0.8600 8.5744 0.7805 1.0000 3.0406
0.0000 0.8600 5.5215 0.8049 1.0000 1.8982
0.0000 0.8600 2.2934 0.8293 1.0000 0.7674
0.0000 0.8600 6.7133 0.8537 1.0000 2.1923
0.0000 0.8600 8.3110 0.8780 1.0000 2.6314
0.0000 0.8600 5.3545 0.9024 1.0000 1.6511
0.0000 0.8600 3.9155 0.9268 1.0000 1.1773
0.0000 0.8600 5.4202 0.9512 1.0000 1.5840
0.0000 0.8600 5.8531 0.9756 1.0000 1.6697
0.0000 0.8600 1.7072 0.0000 1.0000 1.4841
0.0000 0.8600 9.9493 1.0000 0.0000 1.6824
0.0000 0.8600 9.5872 1.0000 1.0000 2.6555
0.0000 0.8700 7.0362 1.0000 0.0244 1.1610
0.0000 0.8700 4.5325 1.0000 0.0488 0.7211
0.0000 0.8700 2.1699 1.0000 0.0732 0.3415
0.0000 0.8700 4.8499 1.0000 0.0976 0.8139
0.0000 0.8700 1.0160 1.0000 0.1220 0.1795
0.0000 0.8700 6.9705 1.0000 0.1463 1.2522
0.0000 0.8700 2.3464 1.0000 0.1707 0.4245
0.0000 0.8700 6.1770 1.0000 0.1951 1.0962
0.0000 0.8700 1.6315 1.0000 0.2195 0.2866
0.0000 0.8700 3.1374 1.0000 0.2439 0.5471
0.0000 0.8700 6.6927 1.0000 0.2683 1.2239
0.0000 0.8700 6.1920 1.0000 0.2927 1.2156
0.0000 0.8700 1.6091 1.0000 0.3171 0.3082
0.0000 0.8700 4.3778 1.0000 0.3415 0.8283
0.0000 0.8700 3.0475 1.0000 0.3659 0.5781
0.0000 0.8700 6.8808 1.0000 0.3902 1.3186
0.0000 0.8700 4.2643 1.0000 0.4146 0.8269
0.0000 0.8700 4.3811 1.0000 0.4390 0.8608
0.0000 0.8700 1.6232 1.0000 0.4634 0.3151
0.0000 0.8700 2.4764 1.0000 0.4878 0.4865
0.0000 0.8700 8.4732 1.0000 0.5122 1.7018
0.0000 0.8700 1.5804 1.0000 0.5366 0.3202
0.0000 0.8700 2.5686 1.0000 0.5610 0.5247
0.0000 0.8700 8.4247 1.0000 0.5854 1.7438
0.0000 0.8700 3.7447 1.0000 0.6098 0.7808
0.0000 0.8700 6.3230 1.0000 0.6341 1.3300
0.0000 0.8700 3.5150 1.0000 0.6585 0.7454
0.0000 0.8700 5.5390 1.0000 0.6829 1.1869
